student_id,age,gender,year,college,department,hostel_resident,part_time_job,sports_regular,chronotype,phone_type,data_plan,latent_risk,days_observed,avg_screen_time,avg_sleep,avg_night_usage,avg_location_entropy,pct_low_sleep,pct_late_sleep,mean_risk_prob,high_days,medium_days,low_days,overall_risk_label
48,23,Female,I,Loyola College,Mechanical,1,0,0,morning,iOS,Medium,-0.7000630582944941,60,4.7635,7.4030000000000005,0.8131666666666667,0.36898333333333333,0.0,0.03333333333333333,0.4946,4,34,22,Medium
49,21,Female,II,Velammal Engineering,BioTech,1,0,0,intermediate,iOS,Medium,1.1196773182821864,60,4.159666666666666,8.152,1.0183333333333333,0.43424999999999997,0.0,0.11666666666666667,0.5585833333333333,12,34,14,High
50,18,Male,II,Guru Nanak College,BA English,0,0,0,morning,Android,Low,-0.3579424194065106,60,5.765666666666666,8.5185,0.8351666666666666,0.4345833333333333,0.0,0.1,0.4656166666666667,8,21,31,Medium
51,20,Female,III,Loyola College,IT,1,0,1,morning,Android,Medium,-0.5154201441343583,60,3.1375,6.945166666666666,0.7926666666666667,0.38016666666666665,0.016666666666666666,0.05,0.47085000000000005,7,23,30,Medium
52,21,Female,II,Anna University,CSE,1,0,0,morning,Android,Medium,1.0847763082465536,60,2.4603333333333333,5.9816666666666665,0.7355,0.36361666666666664,0.5166666666666667,0.0,0.7203833333333333,37,19,4,High
53,19,Female,IV,Anna University,IT,1,0,1,intermediate,Android,Medium,-0.45060688916829045,60,2.944166666666667,5.769833333333334,0.8888333333333333,0.3966,0.7333333333333333,0.06666666666666667,0.6708333333333333,27,26,7,High
54,19,Male,II,Presidency College,ECE,0,0,0,intermediate,iOS,Medium,2.031406232968714,60,2.5506666666666664,8.433166666666667,0.8876666666666666,0.4539666666666667,0.0,0.16666666666666666,0.5054166666666666,10,24,26,High
55,22,Male,III,Presidency College,AI&DS,0,0,1,evening,Android,Low,0.9697251465800815,60,2.656833333333333,7.324666666666667,1.207,0.3859166666666667,0.0,0.21666666666666667,0.5869333333333333,20,28,12,High
56,22,Male,I,Guru Nanak College,BA English,0,0,0,morning,Android,Low,-0.11523943861961589,60,3.4095,7.315833333333333,0.7748333333333334,0.43041666666666667,0.0,0.016666666666666666,0.47309999999999997,3,29,28,Low
57,24,Male,IV,VIT Chennai,B.Com,1,0,0,morning,Android,Medium,-0.35734677655253366,60,4.675666666666667,7.249333333333333,0.7973333333333332,0.3765,0.0,0.016666666666666666,0.55,10,35,15,High
58,21,Male,II,Anna University,Civil,0,0,0,intermediate,Android,Low,-0.3805370783748818,60,5.346166666666666,4.853166666666667,0.9231666666666667,0.45295,0.9833333333333333,0.1,0.8916333333333333,59,1,0,High
59,17,Male,II,VIT Chennai,BA English,1,0,0,morning,Android,Medium,0.4913333600347402,60,3.1921666666666666,7.9399999999999995,0.7638333333333333,0.39715,0.0,0.03333333333333333,0.43005,4,26,30,Low
60,22,Male,IV,Hindustan Institute,BioTech,1,0,0,morning,Android,High,0.6060061680378441,60,4.2125,6.681,0.7731666666666667,0.41750000000000004,0.11666666666666667,0.016666666666666666,0.6856166666666667,28,30,2,High
61,19,Female,I,IIT Madras,BBA,0,0,0,intermediate,Android,Low,-0.616869232403552,60,2.533166666666667,6.887,0.9616666666666667,0.42306666666666665,0.03333333333333333,0.13333333333333333,0.4594333333333333,7,21,32,Medium
62,22,Male,I,Madras University Affiliated,Mechanical,0,0,0,intermediate,Android,Medium,0.46093967957688087,60,3.176,7.6215,0.9898333333333333,0.3858833333333333,0.0,0.1,0.50305,11,23,26,High
63,23,Female,I,Presidency College,EEE,0,0,1,intermediate,Android,High,-1.132162015614012,60,2.4811666666666667,5.176,0.914,0.41983333333333334,0.9166666666666666,0.08333333333333333,0.6761666666666667,32,21,7,High
64,21,Male,II,Madras Christian College,AI&DS,0,1,0,evening,Android,High,0.4763209085683385,60,7.527833333333334,6.512333333333333,1.3038333333333334,0.42796666666666666,0.18333333333333332,0.31666666666666665,0.8853000000000001,59,1,0,High
65,19,Female,IV,Loyola College,Mechanical,1,1,0,intermediate,Android,Medium,-0.0070324450426845105,60,7.834666666666666,7.819999999999999,1.0476666666666667,0.3766666666666667,0.0,0.16666666666666666,0.72995,36,22,2,High
66,19,Female,III,Madras University Affiliated,Psychology,0,1,1,morning,Android,Medium,0.3611289589179985,60,2.3378333333333337,7.126499999999999,0.7316666666666667,0.4049166666666667,0.03333333333333333,0.03333333333333333,0.46826666666666666,6,24,30,Medium
67,17,Female,IV,Madras Christian College,Civil,0,1,0,intermediate,Android,Medium,-1.3836640744073165,60,5.6641666666666675,7.244166666666667,0.9903333333333334,0.3971666666666666,0.016666666666666666,0.11666666666666667,0.5317666666666666,7,35,18,Medium
68,18,Male,II,Sathyabama University,CSE,0,0,0,intermediate,Android,High,0.9933711677218753,60,7.181333333333333,5.3505,0.9098333333333334,0.4107333333333333,0.9166666666666666,0.06666666666666667,0.9446833333333333,60,0,0,High
69,23,Female,II,Presidency College,Psychology,0,1,1,evening,Android,Low,-0.4067247639150021,60,2.316666666666667,7.0685,1.2,0.42118333333333335,0.03333333333333333,0.23333333333333334,0.4842333333333333,8,23,29,Medium
70,21,Male,I,Loyola College,Psychology,0,0,1,intermediate,Android,Medium,-0.9934724133644268,60,5.228166666666667,7.059,0.9131666666666667,0.4162,0.0,0.08333333333333333,0.5448666666666667,14,30,16,High
71,21,Female,II,VIT Chennai,BioTech,0,0,0,intermediate,Android,High,0.841274432537333,60,5.894333333333334,5.488166666666667,0.9063333333333333,0.40891666666666665,0.8666666666666667,0.03333333333333333,0.9117666666666667,60,0,0,High
72,23,Female,I,VIT Chennai,BioTech,1,0,1,intermediate,Android,Low,-0.6748359697963766,60,3.1816666666666666,7.0175,1.0055,0.38411666666666666,0.016666666666666666,0.11666666666666667,0.47433333333333333,7,24,29,Medium
73,23,Female,I,Sathyabama University,AI&DS,0,1,1,morning,Android,Medium,0.7760622223309813,60,3.6906666666666665,7.2095,0.7671666666666667,0.4157166666666667,0.0,0.03333333333333333,0.5857666666666667,16,30,14,High
74,21,Female,I,Madras Christian College,IT,0,0,0,intermediate,Android,Medium,0.576618439312462,60,4.2026666666666666,7.6898333333333335,0.9376666666666666,0.4113833333333333,0.0,0.08333333333333333,0.5723,17,26,17,High
75,21,Male,IV,Madras University Affiliated,ECE,0,0,0,evening,iOS,Medium,0.574478838601347,60,5.078166666666666,6.2524999999999995,1.2703333333333333,0.4173666666666666,0.3333333333333333,0.3,0.8204,48,12,0,High
76,22,Male,III,Velammal Engineering,BA English,0,0,0,intermediate,Android,High,1.2540755367031744,60,6.275833333333334,6.933166666666667,0.9278333333333334,0.42355,0.0,0.06666666666666667,0.8332833333333334,57,3,0,High
77,20,Male,IV,Sathyabama University,Civil,1,0,0,intermediate,Android,High,1.505619597180027,60,6.127833333333333,6.510833333333333,0.9316666666666666,0.46341666666666664,0.13333333333333333,0.08333333333333333,0.8705166666666667,59,1,0,High
78,22,Female,I,Loyola College,Civil,0,0,1,intermediate,Android,Medium,1.0763360369239823,60,4.336166666666667,6.6241666666666665,0.8918333333333333,0.41423333333333334,0.11666666666666667,0.11666666666666667,0.7452500000000001,35,24,1,High
79,23,Male,I,Loyola College,B.Com,0,0,0,evening,iOS,Medium,-0.16801335870007517,60,3.8895,7.091833333333333,1.2088333333333334,0.4139833333333333,0.016666666666666666,0.18333333333333332,0.6052666666666667,17,32,11,High
80,19,Female,I,Guru Nanak College,BA English,0,0,0,intermediate,Android,High,-0.7580318298287299,60,3.617166666666667,6.7555,0.8985,0.43166666666666664,0.1,0.11666666666666667,0.5165,15,18,27,High
81,17,Female,III,Madras Christian College,BBA,0,0,0,evening,Android,Medium,-0.6392884566602122,60,4.762333333333333,6.75,1.285,0.3794666666666667,0.03333333333333333,0.26666666666666666,0.6702166666666667,30,28,2,High
82,21,Male,III,Guru Nanak College,BioTech,1,0,0,morning,Android,Medium,-0.13162852643975695,60,6.228833333333333,8.05,0.7859999999999999,0.3594666666666667,0.0,0.05,0.5551833333333334,11,30,19,High
83,18,Male,III,IIT Madras,ECE,0,0,0,intermediate,Android,High,-0.28522567195526133,60,6.291666666666667,6.035333333333333,0.9385,0.40205,0.48333333333333334,0.11666666666666667,0.8236333333333333,52,8,0,High
84,18,Male,II,IIT Madras,Psychology,1,1,1,evening,Android,Medium,0.1906370096971589,60,4.3100000000000005,5.4718333333333335,1.2833333333333334,0.35145,0.9166666666666666,0.2833333333333333,0.8553666666666667,56,3,1,High
85,19,Male,III,Madras University Affiliated,BioTech,0,0,0,morning,Android,Medium,-0.9777022471135564,60,2.283,7.5183333333333335,0.6598333333333334,0.39211666666666667,0.0,0.08333333333333333,0.2811166666666667,1,7,52,Low
86,24,Female,IV,Sathyabama University,Mechanical,1,0,0,evening,Android,Low,0.5703987441379105,60,3.506333333333333,6.256666666666666,1.2341666666666666,0.42478333333333335,0.3,0.21666666666666667,0.7476666666666667,38,21,1,High
87,23,Female,IV,Madras University Affiliated,EEE,0,0,1,intermediate,Android,Medium,-0.4181784164152316,60,4.012,7.826499999999999,0.9691666666666666,0.44698333333333334,0.0,0.08333333333333333,0.45844999999999997,4,24,32,Low
88,20,Female,I,Madras Christian College,B.Com,0,0,1,evening,Android,High,0.8392073806695115,60,5.093500000000001,5.969666666666667,1.3316666666666668,0.4431333333333333,0.5,0.31666666666666665,0.8725833333333333,57,3,0,High
89,24,Other,III,Anna University,ECE,0,0,0,morning,Android,High,-1.0785483376845704,60,4.040333333333334,4.6965,0.7576666666666667,0.42923333333333336,1.0,0.05,0.8051999999999999,54,5,1,High
90,18,Female,II,Hindustan Institute,Civil,0,1,0,intermediate,Android,Medium,0.594611275218172,60,3.1823333333333332,7.603,0.912,0.42355,0.0,0.08333333333333333,0.50985,8,23,29,Medium
91,17,Male,IV,Hindustan Institute,Civil,0,0,1,intermediate,Android,Low,0.20482378745110053,60,3.4136666666666664,8.061666666666666,0.9083333333333333,0.3874333333333333,0.0,0.03333333333333333,0.4250666666666667,3,27,30,Low
92,21,Female,I,Presidency College,BBA,0,0,1,morning,Android,High,0.7861527871564111,60,4.2295,7.5475,0.7796666666666667,0.3888166666666667,0.0,0.03333333333333333,0.5921000000000001,15,33,12,High
93,21,Male,IV,Guru Nanak College,Mechanical,1,0,0,evening,Android,Medium,1.6650517254121135,60,6.382333333333333,6.041333333333333,1.2241666666666666,0.43696666666666667,0.4166666666666667,0.2833333333333333,0.92505,59,1,0,High
94,20,Female,III,SRM Institute,Mechanical,0,0,0,intermediate,Android,Low,-0.243642910789806,60,5.040166666666667,5.6195,0.9181666666666666,0.43543333333333334,0.7333333333333333,0.06666666666666667,0.8131833333333333,53,6,1,High
95,17,Male,I,Saveetha Engineering,Data Science,1,0,0,intermediate,Android,Medium,0.39979009608968824,60,2.8041666666666667,6.3645000000000005,0.9380000000000001,0.4076,0.23333333333333334,0.06666666666666667,0.6353000000000001,25,23,12,High
96,19,Male,III,Guru Nanak College,CSE,0,1,0,morning,Android,High,0.4260760874964408,60,3.2824999999999998,6.808166666666667,0.797,0.39498333333333335,0.08333333333333333,0.03333333333333333,0.6031,19,29,12,High
97,24,Female,I,Hindustan Institute,Civil,1,0,0,evening,iOS,Low,-1.2212414893581973,60,2.2310000000000003,6.34,1.1916666666666667,0.38330000000000003,0.35,0.26666666666666666,0.5004166666666666,15,20,25,High
98,18,Female,I,Hindustan Institute,BBA,0,1,0,intermediate,Android,High,-0.04632392587022792,60,5.0895,7.031000000000001,0.8895,0.41506666666666664,0.0,0.05,0.6553833333333333,24,30,6,High
99,18,Male,I,IIT Madras,Mechanical,1,0,1,morning,Android,Low,0.0768966215527867,60,5.820166666666666,4.397333333333334,0.7733333333333333,0.44326666666666664,0.9833333333333333,0.016666666666666666,0.9314333333333333,60,0,0,High
100,21,Female,II,Hindustan Institute,AI&DS,0,0,0,evening,Android,Medium,-0.369820230964034,60,4.715333333333334,5.5975,1.3186666666666667,0.4817166666666666,0.8166666666666667,0.2833333333333333,0.8451333333333333,53,7,0,High
101,24,Male,IV,IIT Madras,AI&DS,0,1,0,evening,Android,Low,-0.35013253584216414,60,4.742999999999999,5.8228333333333335,1.2056666666666667,0.41663333333333336,0.6666666666666666,0.23333333333333334,0.7946166666666666,45,14,1,High
102,21,Female,I,Loyola College,Psychology,1,1,1,evening,Android,Medium,-0.9490680761770977,60,3.9763333333333337,6.683166666666667,1.2496666666666667,0.40650000000000003,0.11666666666666667,0.26666666666666666,0.60275,18,28,14,High
103,21,Female,I,SRM Institute,Data Science,0,0,0,intermediate,Android,High,-1.5469426408860483,60,3.052,6.117,1.0233333333333332,0.42421666666666663,0.4166666666666667,0.13333333333333333,0.5325166666666666,11,30,19,High
104,21,Male,IV,Madras Christian College,AI&DS,1,1,0,intermediate,Android,High,-0.9659166653170996,60,5.1655,6.299,0.9798333333333333,0.4088,0.26666666666666666,0.06666666666666667,0.6826833333333333,27,29,4,High
105,19,Male,I,Madras Christian College,Civil,1,0,0,evening,Android,High,-0.3326938731294278,60,5.764833333333333,6.183666666666666,1.2726666666666666,0.4209833333333333,0.35,0.3,0.8029499999999999,49,11,0,High
106,22,Female,I,Saveetha Engineering,EEE,0,0,0,intermediate,Android,High,-0.08323980543970932,60,5.489833333333333,5.28,0.8925000000000001,0.4014166666666667,0.8666666666666667,0.11666666666666667,0.8704999999999999,54,6,0,High
107,19,Female,II,Madras University Affiliated,BioTech,1,0,1,intermediate,Android,Medium,-0.10644646773685476,60,5.146166666666667,5.754833333333334,0.9233333333333333,0.4001166666666667,0.6833333333333333,0.1,0.8150833333333334,51,9,0,High
108,19,Female,IV,Velammal Engineering,B.Com,0,1,1,intermediate,Android,Low,0.9005430274957038,60,2.539,6.630333333333334,0.9206666666666667,0.42545,0.05,0.11666666666666667,0.6497499999999999,26,27,7,High
109,19,Female,II,IIT Madras,IT,1,0,1,evening,Android,Medium,0.0346173557954322,60,3.321833333333333,6.232833333333334,1.2893333333333332,0.4153833333333334,0.31666666666666665,0.31666666666666665,0.7010166666666666,33,20,7,High
110,24,Female,I,Anna University,IT,0,1,0,morning,Android,Medium,0.8243787363486638,60,5.192833333333334,6.978,0.824,0.42075,0.05,0.06666666666666667,0.7271,34,24,2,High
111,21,Female,II,Sathyabama University,BA English,1,0,1,intermediate,Android,Low,-0.1336944642534835,60,4.5505,4.419,0.8936666666666666,0.40013333333333334,1.0,0.05,0.89395,59,1,0,High
112,20,Female,I,Madras University Affiliated,Psychology,0,0,0,evening,Android,Medium,0.11737094914665827,60,3.684833333333333,6.8115,1.2546666666666666,0.41583333333333333,0.06666666666666667,0.18333333333333332,0.6423,25,28,7,High
113,20,Male,I,SRM Institute,IT,0,0,0,morning,Android,High,-0.28091255505667123,60,5.110166666666667,8.070833333333333,0.7416666666666667,0.46413333333333334,0.0,0.016666666666666666,0.48295,3,33,24,Medium
114,20,Female,II,Sathyabama University,BA English,0,0,1,intermediate,Android,Low,0.8859107426709708,60,6.155333333333333,5.679,1.0028333333333335,0.4501833333333333,0.7333333333333333,0.13333333333333333,0.9071333333333332,59,1,0,High
115,18,Female,IV,Madras University Affiliated,Psychology,1,0,1,evening,Android,Medium,-0.10483072559919673,60,6.005833333333333,7.583333333333333,1.1486666666666667,0.44603333333333334,0.0,0.18333333333333332,0.6816666666666666,26,33,1,High
116,22,Male,IV,Anna University,EEE,0,0,1,intermediate,Android,Low,-1.6281921925004033,60,4.398166666666667,6.113166666666667,0.9390000000000001,0.3765833333333333,0.36666666666666664,0.13333333333333333,0.5994166666666667,20,25,15,High
117,22,Male,III,Guru Nanak College,EEE,1,0,0,intermediate,Android,Medium,-0.09167224024637505,60,3.7255,7.235666666666666,0.9678333333333333,0.44205,0.0,0.06666666666666667,0.5330166666666667,11,29,20,High
118,19,Male,II,Presidency College,IT,0,0,0,intermediate,Android,High,0.5066140018428608,60,5.232666666666666,6.036666666666666,0.9138333333333333,0.37628333333333336,0.4,0.13333333333333333,0.81485,48,12,0,High
119,24,Female,IV,Saveetha Engineering,CSE,0,0,0,evening,Android,High,-0.2961675382505999,60,3.9758333333333336,6.4115,1.3058333333333332,0.3789,0.18333333333333332,0.31666666666666665,0.6808666666666667,26,27,7,High
120,18,Female,II,Saveetha Engineering,AI&DS,0,0,0,morning,Android,Low,0.01864608070869569,60,5.343999999999999,5.985166666666667,0.6953333333333334,0.4412333333333333,0.48333333333333334,0.0,0.7651333333333333,43,17,0,High
121,22,Male,II,VIT Chennai,BioTech,0,0,0,intermediate,Android,Medium,-0.13842790295753427,60,5.8015,6.046333333333333,0.9393333333333334,0.40926666666666667,0.48333333333333334,0.11666666666666667,0.8017333333333333,47,12,1,High
122,21,Female,IV,Madras Christian College,B.Com,0,0,0,morning,iOS,Low,-0.5505277520802181,60,3.3983333333333334,6.821333333333333,0.6928333333333333,0.40531666666666666,0.05,0.03333333333333333,0.4750333333333333,7,25,28,Medium
123,24,Male,IV,Sathyabama University,CSE,0,0,0,intermediate,Android,Low,-0.7010549343793451,60,4.516333333333334,6.7905,0.9013333333333333,0.4008333333333333,0.05,0.1,0.5619833333333334,12,38,10,High
124,22,Male,II,Hindustan Institute,BBA,1,0,0,morning,Android,Medium,0.03012818653435019,60,6.6555,4.982,0.7111666666666667,0.47308333333333336,0.9833333333333333,0.016666666666666666,0.9191666666666667,60,0,0,High
